,id,imdb_id,title,budget,release_date,revenue,runtime,original_language,original_title,vote_average,vote_count,poster_path,genres_id,genres_name,spoken_languages_name,production_companies_id,production_companies_name,production_companies_origin_country
4072,168771,tt1795653,Soccer City,0,2011-11-04,0,60.0,en,Soccer City,7.0,3,/1f2LkrNART4mSKyGFWxYJxX3rU7.jpg,"[99, 18]","['Documentary', 'Drama']",[],[],[],[]
4073,89883,tt1536440,Stuck Between Stations,0,2011-11-04,0,85.0,en,Stuck Between Stations,6.4,15,/umhPhNHiEziObUjaBjicQob2r9J.jpg,"[18, 10749]","['Drama', 'Romance']",['English'],[],[],[]
4074,105561,tt1916719,Patriocracy,0,2011-11-05,0,90.0,en,Patriocracy,6.2,3,/tiN2WRIKPp6TbfL4WvPLLztV3bQ.jpg,[99],['Documentary'],['English'],[],[],[]
4075,298708,tt2097827,Blood Was Everywhere,0,2011-11-05,0,85.0,en,Blood Was Everywhere,3.0,1,,[],[],[],[],[],[]
4076,272768,tt1928320,Wendy Liebman: Taller on TV,0,2011-11-05,0,58.0,en,Wendy Liebman: Taller on TV,1.0,1,/6HecRN2xLyloSVT6Lb3tQAFSUAL.jpg,[35],['Comedy'],[],[],[],[]
4077,78556,tt1994577,The Pastor's Wife,0,2011-11-05,0,87.0,en,The Pastor's Wife,5.7,9,/yzx3dibbsnrUIn90BxDPYYjndK1.jpg,"[80, 18, 10770]","['Crime', 'Drama', 'TV Movie']",['English'],[3958],['Front Street Pictures'],['CA']
4078,105561,tt1916719,Patriocracy,0,2011-11-05,0,90.0,en,Patriocracy,6.2,3,/tiN2WRIKPp6TbfL4WvPLLztV3bQ.jpg,[99],['Documentary'],['English'],[],[],[]
4079,210506,tt1872082,I Want My Name Back,0,2011-11-05,0,90.0,en,I Want My Name Back,7.5,2,,[99],['Documentary'],['English'],[],[],[]
4080,143928,tt1430116,Hellgate,5000000,2011-11-05,0,94.0,en,Hellgate,4.7,14,/AbfDL50px4GeGAIJZJZcMf9U3hD.jpg,"[27, 53]","['Horror', 'Thriller']",['English'],[],[],[]
4081,87313,tt2078672,Love's Christmas Journey,0,2011-11-05,0,172.0,en,Love's Christmas Journey,7.1,16,/wF3Cz1vkFvmRxBz1XGFXvufaWCW.jpg,"[10770, 10749]","['TV Movie', 'Romance']",['English'],[],[],[]
4082,83000,tt1477858,Fairview Falls,0,2011-11-05,0,97.0,en,Fairview Falls,1.0,1,,[27],['Horror'],['English'],[],[],[]
4083,97245,tt2155227,A Mother's Story,0,2011-11-06,0,110.0,en,A Mother's Story,6.0,2,/7Ua1PiMggYnykNmy8ZDCMA3zleA.jpg,[18],['Drama'],[''],[61297],['The Filipino Channel'],['']
4084,78224,tt1864461,Certain Prey,0,2011-11-06,0,89.0,en,Certain Prey,4.6,13,/d1qkMxHYNX3fMIFIDvTN99MhJol.jpg,"[80, 18, 28, 53, 9648]","['Crime', 'Drama', 'Action', 'Thriller', 'Mystery']",['English'],[5003],['Jaffe/Braunstein Films'],['']
4085,141976,tt2064865,Mistletoe Over Manhattan,0,2011-11-06,0,87.0,en,Mistletoe Over Manhattan,6.4,21,/6Ez3STVdxOLt5es7WJexHvSSayQ.jpg,"[10770, 10751]","['TV Movie', 'Family']",['English'],[],[],[]
4086,80583,tt1910498,Alien Armageddon,0,2011-11-06,0,95.0,en,Alien Armageddon,2.4,18,/fpU1zag0F9RwMTeGG8NWPRqu8CG.jpg,[878],['Science Fiction'],['English'],"[28034, 21576]","['Starlight Entertainment', 'Morphius Film']","['', '']"
4087,131655,tt2101468,The Last Days of Osama Bin Laden,0,2011-11-06,0,45.0,en,The Last Days of Osama Bin Laden,8.5,2,/bGd0zWvZTWPsZfOY8e34wgn61n1.jpg,[99],['Documentary'],['English'],[7521],['National Geographic'],['US']
4088,498860,tt2066171,Yu-Gi-Oh! 3D: Bonds Beyond Time Abridged,0,2011-11-06,0,49.0,en,Yu-Gi-Oh! 3D: Bonds Beyond Time Abridged,8.2,5,/qSrl55NIBwUJ3Aegbe3mcpP1jWc.jpg,"[35, 28, 12, 16]","['Comedy', 'Action', 'Adventure', 'Animation']","['English', 'Français']",[33324],['Little Kuriboh Pictures'],['']
4089,70435,tt1506999,Haywire,23000000,2011-11-06,33372606,93.0,en,Haywire,5.6,864,/c9fJ0dYC30NnE9k2p61c0dqlZqW.jpg,"[28, 53, 9648]","['Action', 'Thriller', 'Mystery']","['English', 'Español']","[7295, 1898]","['Relativity Media', 'Screen Ireland']","['US', 'IE']"
4090,87018,tt1623772,The One Warrior,0,2011-11-06,0,87.0,en,The One Warrior,2.3,4,/uHg3zAz1esSGagojsvdeuQA07Sb.jpg,"[14, 28, 12]","['Fantasy', 'Action', 'Adventure']",[],[],[],[]
4091,83734,tt2094947,Susan Boyle:  An Unlikely Superstar,0,2011-11-06,0,60.0,en,Susan Boyle:  An Unlikely Superstar,4.0,3,,[99],['Documentary'],['English'],[12709],['Firecracker Films'],['']
4092,73358,tt1797469,Page Eight,0,2011-08-28,0,99.0,en,Page Eight,6.5,130,/3KCSTEF494sZxuzLqqqDappPxAE.jpg,"[9648, 53, 18]","['Mystery', 'Thriller', 'Drama']",['English'],"[46340, 31807, 33473, 3324, 437]","['Runaway Fridge TV', 'Carnival Films & Television', 'Masterpiece', 'BBC', 'Heyday Films']","['', 'GB', 'GB', 'GB', 'GB']"
4093,93053,tt2111283,Clarkson: Powered Up,0,2011-11-07,0,66.0,en,Clarkson: Powered Up,7.0,2,/bzkpsKvAmGX635pLYBdn2stQ4Eu.jpg,"[99, 35]","['Documentary', 'Comedy']",['English'],[3324],['BBC'],['GB']
4094,78397,tt2011232,Inni,0,2011-11-07,0,75.0,en,Inni,7.4,6,/eg30Yw7RnLfuCZjNArVAEcJagtM.jpg,[10402],['Music'],['Íslenska'],[],[],[]
4095,288137,tt1756461,Crowbar,0,2011-11-08,0,,en,Crowbar,2.0,1,/p8EwbVzrfAopOnEGJTqAR1wDgBw.jpg,[],[],[],[],[],[]
4096,77499,tt2091240,Barbie: A Perfect Christmas,0,2011-07-01,0,74.0,en,Barbie: A Perfect Christmas,6.0,153,/u14NrsyD9h505ZXs5Ofm7Tv3AuM.jpg,"[16, 10751]","['Animation', 'Family']",['English'],[],[],[]
4097,278083,tt1704170,Mothers of Bedford,0,2011-04-30,0,98.0,en,Mothers of Bedford,10.0,1,/7xjdoFAFqPo4obwI0MmMbdQ8Goo.jpg,[99],['Documentary'],['English'],[],[],[]
4098,94042,tt1693110,Showgirls 2: Penny's from Heaven,30000,2011-11-08,0,145.0,en,Showgirls 2: Penny's from Heaven,2.9,13,/3d6unY2N6kf2CFXVV51lfJqjZVP.jpg,"[35, 18, 10749, 53]","['Comedy', 'Drama', 'Romance', 'Thriller']",['English'],"[85604, 85605]","['Rena Riffel Films', 'Liquid LYT Productions']","['', '']"
4099,83473,tt2072029,7 Nights Of Darkness,0,2011-11-08,0,90.0,en,7 Nights Of Darkness,3.9,19,/3EzhdYnxGxvgTguG9ubl34fcJCb.jpg,[27],['Horror'],['English'],[102559],['Post Industrial Pictures'],['']
4100,208982,tt2109059,Vietnam in HD,0,2011-11-08,0,250.0,en,Vietnam in HD,8.3,10,/x8zYtgdiLeaqiUIBiVQw1F2tGkV.jpg,[10752],['War'],['English'],[],[],[]
4101,79700,tt2079566,RUSH: Time Machine,0,2011-11-08,0,151.0,en,RUSH: Time Machine,8.0,6,/5MsfZ4jSMoJlQ4iLbP6TX73JJGs.jpg,[10402],['Music'],['English'],[3414],['Banger Productions'],['']
4102,82110,,Deep Purple with Orchestra - Live at Montreux 2011,0,2011-11-08,0,166.0,en,Deep Purple with Orchestra - Live at Montreux 2011,4.0,2,/bGMOLBHj66NPfYTJSwei9ScU6Nw.jpg,"[10402, 99]","['Music', 'Documentary']",[],[],[],[]
4103,82646,tt2086753,Tim Tebow: Everything In Between,0,2011-11-08,0,58.0,en,Tim Tebow: Everything In Between,6.8,3,,[99],['Documentary'],['English'],[],[],[]
4104,78080,tt1855134,Beethoven's Christmas Adventure,0,2011-11-08,0,90.0,en,Beethoven's Christmas Adventure,5.9,61,/wuBKbz0bZUdTAhU26A62AIlvE5A.jpg,"[35, 10751]","['Comedy', 'Family']",['English'],[33],['Universal Pictures'],['US']
4105,87241,tt1667417,Dirty Little Trick,0,2011-11-08,0,99.0,en,Dirty Little Trick,6.8,8,/wPmXloN6M7WRzglGBpPC5Uu0Vdi.jpg,[53],['Thriller'],"['Magyar', 'English']",[],[],[]
4106,142131,tt2061626,Ctrl+Alt+Compete,0,2011-11-09,0,0.0,en,Ctrl+Alt+Compete,4.0,1,,[],[],['English'],[],[],[]
4107,88794,tt1616195,J. Edgar,35000000,2011-11-09,84606030,137.0,en,J. Edgar,6.2,1600,/hWHFPhGvCvfHbZCxJSR3n6GsXIf.jpg,"[18, 80, 36]","['Drama', 'Crime', 'History']",['English'],"[23, 171, 11845]","['Imagine Entertainment', 'Malpaso Productions', 'Wintergreen Productions']","['US', 'US', '']"
4108,307903,tt2111452,The Gate,0,2011-11-10,0,11.0,en,The Gate,7.0,6,,[878],['Science Fiction'],[],[40257],['Joyrider Films'],['']
4109,149148,tt1964630,Dead Inside,0,2011-11-10,0,79.0,en,Dead Inside,3.8,8,,[27],['Horror'],['English'],"[47960, 4322, 45018]","['DMN Films', 'Compound B', 'Teo Ward Productions']","['', 'US', '']"
4110,79965,tt2492760,I Believe I Can Fly,0,2011-11-10,0,42.0,en,I Believe I Can Fly,5.5,3,/vjUL5baUntyA5Dgt3BfN308niMG.jpg,[99],['Documentary'],"['English', 'Français']",[],[],[]
4111,103391,tt2072971,Fighting Fear,0,2011-11-10,0,97.0,en,Fighting Fear,5.0,3,,"[99, 28, 18]","['Documentary', 'Action', 'Drama']",['English'],[],[],[]
4112,332626,,Star Trek - Aurora,0,2011-11-10,0,56.0,en,Star Trek - Aurora,9.2,3,,[878],['Science Fiction'],[],[],[],[]
4113,102693,tt0790788,The Yellow Wallpaper,1500000,2011-11-10,0,115.0,en,The Yellow Wallpaper,4.5,4,,"[27, 53]","['Horror', 'Thriller']",['English'],[],[],[]
4114,301069,tt1646225,Shouting Secrets,0,2011-11-10,0,88.0,en,Shouting Secrets,9.0,2,,[18],['Drama'],[],[],[],[]
4115,378184,tt2071628,The Resistance,0,2011-11-10,0,89.0,en,The Resistance,7.7,3,/378aFktlNr3UFn6vMHJJIBHphlp.jpg,"[28, 10752]","['Action', 'War']","['English', '普通话', '日本語']","[13626, 4717]","['1Tentertainment', 'Xenon Pictures']","['', '']"
4116,425613,tt3709800,The Makeover,0,2011-11-11,0,7.0,en,The Makeover,3.0,1,,[16],['Animation'],['English'],[27404],['Supinfocom Arles'],['']
4117,81250,tt1835977,Geek Charming,0,2011-11-11,0,97.0,en,Geek Charming,6.4,508,/qtCEXH7cyCxOjjZyxDzqnDQeGZY.jpg,"[35, 18, 10751, 10770]","['Comedy', 'Drama', 'Family', 'TV Movie']","['Français', 'English']","[3213, 10227, 11072]","['Disney Channel', 'Mandeville Films', 'Bad Angels Productions, Ltd.']","['US', 'US', '']"
4118,79780,tt1477118,About Fifty,0,2011-11-11,0,88.0,en,About Fifty,4.5,4,,[35],['Comedy'],['English'],[56425],['Five-Oh Productions'],['']
4119,77365,tt1972663,Into the Abyss,0,2011-11-11,0,105.0,en,Into the Abyss,7.1,160,/dATaBlOtsPxKhxTWC5S8VGiMcwe.jpg,"[99, 80]","['Documentary', 'Crime']",['English'],[8019],['Creative Differences'],['']
4120,37958,tt1253864,Immortals,75000000,2011-11-10,226904017,110.0,en,Immortals,5.8,1688,/4SPPX5KIyaQ9O8n5rLvvUIiIhpF.jpg,"[14, 28, 18]","['Fantasy', 'Action', 'Drama']","['ελληνικά', 'English']","[8852, 11761]","['Virgin Produced', 'Mark Canton Productions']","['', '']"
4121,81644,tt1783331,Letters from the Big Man,0,2011-11-11,0,105.0,en,Letters from the Big Man,7.0,3,/1KCCMFkvqURkQdd7tuPVWPFEnn1.jpg,[18],['Drama'],['English'],"[55018, 55019, 4631]","['MBG Art and Film', 'Fir and Cedar', 'Antarctic Pictures']","['', '', '']"
4122,79999,,Behind the Wall: The Making of the Elder Scrolls V Skyrim,0,2011-11-11,0,21.0,en,Behind the Wall: The Making of the Elder Scrolls V Skyrim,6.5,1,,[99],['Documentary'],['English'],[],[],[]
4123,121104,,House on the Edge,0,2011-06-06,0,91.0,en,Дом на краю,4.3,2,,"[18, 28]","['Drama', 'Action']",['Pусский'],[344],['Mosfilm'],['RU']
4124,73563,tt1507564,The Greening of Whitney Brown,0,2011-11-10,0,87.0,en,The Greening of Whitney Brown,5.7,29,/p6lZxCfrwJzvqizUYrlh5i9Ri7s.jpg,"[12, 18, 10751]","['Adventure', 'Drama', 'Family']","['Français', 'English']","[58569, 6570]","['Heavy Lifting', 'Perfect Weekend']","['', '']"
4125,83373,tt1606706,Barbershop Punk,0,2011-11-11,0,84.0,en,Barbershop Punk,6.3,4,,[99],['Documentary'],[],[],[],[]
4126,239543,tt2034144,The Red Corvette,25000,2011-11-11,0,0.0,en,The Red Corvette,1.0,1,,"[18, 53]","['Drama', 'Thriller']",['Deutsch'],"[40752, 40753]","[""Don't Go There Productions"", 'DreamQuest Entertainment']","['', '']"
4127,143871,tt1806805,Beatles Stories,0,2011-11-11,0,0.0,en,Beatles Stories,7.8,2,,[99],['Documentary'],[],[],[],[]
4128,105037,tt2152741,He Has Seen War,0,2011-11-11,0,53.0,en,He Has Seen War,5.8,4,/dEssRy3dicD2jZTEKZnZCNyzQrl.jpg,[99],['Documentary'],['English'],"[4171, 7, 3268]","['Playtone', 'DreamWorks Pictures', 'HBO']","['US', 'US', 'US']"
4129,80603,tt2138092,Ed Byrne: Crowd Pleaser,0,2011-11-28,0,95.0,en,Ed Byrne: Crowd Pleaser,9.3,3,/sr7mQo0NIFSR9vJh4eZvJp5TKI2.jpg,[35],['Comedy'],['English'],[],[],[]
4130,90232,tt1815746,Humans vs Zombies,0,2011-11-11,0,105.0,en,Humans vs Zombies,4.4,12,/yx9uKW7kHw7Pt0OsNfpqj03YxHn.jpg,"[35, 27, 878, 53]","['Comedy', 'Horror', 'Science Fiction', 'Thriller']","['Deutsch', 'English']",[14649],['Studio 3 Entertainment'],['']
4131,51248,tt1712159,11-11-11,0,2011-11-11,0,90.0,en,11-11-11,4.4,138,/t6Wd9gY6e1yJVVXRtgICFqwieyu.jpg,"[27, 53]","['Horror', 'Thriller']","['English', 'Español']","[50491, 9968, 7660, 7662]","['Capacity Pictures', 'Black Flag', 'Canonigo Films', 'Epic Pictures Group']","['', '', '', 'US']"
4132,167079,tt2272756,Windigo,0,2011-11-11,0,94.0,en,Windigo,3.2,3,,"[27, 9648]","['Horror', 'Mystery']",['English'],[56612],['Vince Emerson Media'],['']
4133,80169,tt2063834,Thrive: What on Earth Will it Take?,0,2011-11-11,0,132.0,en,Thrive: What on Earth Will it Take?,5.6,25,/A8TQcGsSg9BSAq2YGiYlFzBcSJ3.jpg,[99],['Documentary'],"['English', 'Deutsch']",[],[],[]
4134,141274,tt1535102,A Novel Romance,0,2011-11-11,0,92.0,en,A Novel Romance,9.0,2,/kavYtS6y6PGPPtZ6ZVdxR3URLrx.jpg,"[10749, 35, 18]","['Romance', 'Comedy', 'Drama']",['English'],"[60908, 15105, 60909]","['Big Apple Films', 'M.E.G.A. Films', 'Studio13']","['', '', '']"
4135,276633,tt2094052,Mandie and the Forgotten Christmas,0,2011-11-11,0,108.0,en,Mandie and the Forgotten Christmas,4.7,7,/dEAM34RQDgRRtlzGuUdAdSucUFW.jpg,"[18, 9648]","['Drama', 'Mystery']",[],[],[],[]
4136,120261,tt3575278,A November,0,2011-11-11,0,6.0,en,A November,4.8,3,,"[18, 10749]","['Drama', 'Romance']",['English'],[],[],[]
4137,71880,tt0810913,Jack and Jill,79000000,2011-11-11,149673788,91.0,en,Jack and Jill,4.1,1354,/kFeAxmZvu0TE4iuLRHQD6Cej8Wf.jpg,[35],['Comedy'],['English'],"[8000, 5, 2608]","['Broken Road Productions', 'Columbia Pictures', 'Happy Madison Productions']","['US', 'US', 'US']"
4138,81421,tt2039366,Lucky Christmas,90,2011-11-12,0,0.0,en,Lucky Christmas,5.6,21,/lWgm4svliItzJHhmnuF4RW0YrX1.jpg,"[10751, 18, 10749, 10770]","['Family', 'Drama', 'Romance', 'TV Movie']",['English'],"[34994, 4056]","['Julijette', 'Hallmark Entertainment']","['CA', 'US']"
4139,138080,tt1941509,Dove,0,2011-11-12,0,99.0,en,Dove,6.0,1,,[],[],[],[],[],[]
4140,78814,tt2063015,We Have Your Husband,0,2011-11-12,0,89.0,en,We Have Your Husband,5.0,3,/n3vcScSfTYM3XS4sBwhHUwxw0pL.jpg,"[80, 18, 53]","['Crime', 'Drama', 'Thriller']",['English'],"[12799, 5225]","['Silver Screen Pictures', 'Johnson Production Group']","['', 'CA']"
4141,209710,tt1744662,The Mayor,0,2011-11-12,0,68.0,en,The Mayor,6.0,1,,"[99, 35, 18]","['Documentary', 'Comedy', 'Drama']",[],[15737],"[""Life's Waltz Productions""]",['']
4142,167888,tt1964452,A Radio Drama Goodbye,0,2011-11-12,0,10.0,en,A Radio Drama Goodbye,8.5,1,,[],[],[],[],[],[]
4143,153998,tt1572503,Robin Hood: Ghosts of Sherwood,0,2011-11-12,0,115.0,en,Robin Hood: Ghosts of Sherwood,3.9,7,/6TVNYA1Ygm0FyV9hmeEbsWo4EpU.jpg,"[28, 12, 9648]","['Action', 'Adventure', 'Mystery']",['English'],"[31633, 6766]","['DigiDreams Studios', 'Tom Cat Films']","['', '']"
4144,121140,tt1226276,Bob and the Monster,0,2011-09-24,0,90.0,en,Bob and the Monster,6.0,2,,[99],['Documentary'],['English'],[],[],[]
4145,78509,tt2082408,Rage of the Yeti,1800000,2011-11-12,0,86.0,en,Rage of the Yeti,3.3,16,,[27],['Horror'],[],[],[],[]
4146,81332,tt1790621,A Christmas Kiss,0,2012-10-15,0,96.0,en,A Christmas Kiss,6.2,123,/blBQ4tA51pXRphCzh3S3Hnk0dzk.jpg,"[10751, 10770, 10749]","['Family', 'TV Movie', 'Romance']",['English'],"[41940, 38977]","['Atmospheric Pictures', 'Moody Independent']","['', '']"
4147,79327,tt1869724,The Littlest Angel,0,2011-11-07,0,84.0,en,The Littlest Angel,8.5,2,/u7IXj0vMLEqq0HrqLriwvjo4Ros.jpg,"[16, 10751]","['Animation', 'Family']",['English'],[],[],[]
4148,94532,tt1866230,Reel Love,0,2011-11-13,0,90.0,en,Reel Love,4.8,8,,"[18, 35, 10749]","['Drama', 'Comedy', 'Romance']",['English'],[51848],['Entertainment One Television'],['CA']
4149,464751,tt1854294,Invincible Force,0,2011-11-14,0,131.0,en,Invincible Force,7.0,1,/o4XuWnZPPTJP3RAMfEKqg3uYtct.jpg,[99],['Documentary'],['English'],[],[],[]
4150,140566,tt2138088,Ross Noble: The Headspace Cowboy,0,2011-11-14,0,138.0,en,Ross Noble: The Headspace Cowboy,8.0,1,/iNTJaFyxLW7h9EJ0Ks45UsOHIcw.jpg,[35],['Comedy'],['English'],[],[],[]
4151,419468,tt5180110,"Marcel the Shell with Shoes On, Two",0,2011-11-14,0,4.0,en,"Marcel the Shell with Shoes On, Two",6.5,4,,"[35, 16]","['Comedy', 'Animation']",['English'],[],[],[]
4152,137475,tt1942787,3 Holiday Tails,0,2011-11-15,0,89.0,en,3 Holiday Tails,4.9,20,/oNZrE0ri5mQYd7Z90yJDTeDSxct.jpg,"[10751, 35, 10749]","['Family', 'Comedy', 'Romance']",['English'],[],[],[]
4153,346961,tt2317143,The Accidental Sea,0,2011-11-15,0,6.0,en,The Accidental Sea,8.0,2,,[99],['Documentary'],['English'],[],[],[]
4154,133108,tt2034741,Money Matters,0,2011-11-15,0,89.0,en,Money Matters,6.5,2,/mLdwuyTW2pf7vfZge8uHlIqzI12.jpg,[18],['Drama'],['English'],[],[],[]
4155,79089,tt2112900,Assassin's Creed: Embers,100000,2011-11-15,0,21.0,en,Assassin's Creed: Embers,6.8,64,/6aeKG4ko7hAd80sakNw49ktrcPE.jpg,[16],['Animation'],['English'],[4615],['Ubisoft'],['FR']
4156,146898,tt2123351,When You Find Me,1000000,2011-11-15,0,28.0,en,When You Find Me,5.0,1,,[18],['Drama'],['English'],[17731],['Freestyle Picture Company'],['']
4157,85348,tt1645187,Walk a Mile in My Pradas,0,2011-11-15,0,87.0,en,Walk a Mile in My Pradas,4.7,9,,[35],['Comedy'],[],[],[],[]
4158,91417,tt2065968,Dragons: Gift of the Night Fury,0,2011-11-15,0,22.0,en,Dragons: Gift of the Night Fury,7.1,222,/dKQiMhLOsAUkUCLVfDO6HWXY500.jpg,"[16, 35, 12, 10751]","['Animation', 'Comedy', 'Adventure', 'Family']",['English'],[521],['DreamWorks Animation'],['US']
4159,151866,tt1520493,A Warm Wind,0,2011-11-15,0,94.0,en,A Warm Wind,6.6,5,,[18],['Drama'],['English'],"[9278, 9279]","['Jeff London Productions', 'Guardian Pictures']","['', '']"
4160,79379,tt2113625,Book of Dragons,0,2011-11-15,0,18.0,en,Book of Dragons,6.5,107,/yDHcJcMV28IaLLikRETxuHjKMVt.jpg,"[14, 16, 28, 35, 10751]","['Fantasy', 'Animation', 'Action', 'Comedy', 'Family']",['English'],[521],['DreamWorks Animation'],['US']
4161,141418,tt2320087,The Letter Writer,0,2011-11-15,0,85.0,en,The Letter Writer,6.8,19,/fwy2vWc8GSXtyTuNgK7Z4MST2FU.jpg,[10751],['Family'],[],[5226],['Mirror Films'],['']
4162,111352,tt2198209,T.J. Miller: No Real Reason,0,2011-11-15,0,67.0,en,T.J. Miller: No Real Reason,6.7,9,,[35],['Comedy'],['English'],[8774],['Art & Industy'],['US']
4163,77935,tt1455619,Fist 2 Fist,0,2011-11-15,0,92.0,en,Fist 2 Fist,2.5,1,/hkDQrbwvcLFFWvoBXsUQXLhSx6.jpg,"[12, 28, 53]","['Adventure', 'Action', 'Thriller']",['English'],[6353],['Screen Media Films'],['']
4164,372197,tt4386596,Swallowed Souls: The Making of Evil Dead 2,0,2011-11-15,0,98.0,en,Swallowed Souls: The Making of Evil Dead 2,8.5,4,/3jLh2waQOnsjHUN2BNuZSbUliln.jpg,[99],['Documentary'],['English'],"[694, 35]","['StudioCanal', 'Lions Gate Films']","['FR', 'US']"
4165,270812,tt2101982,My Life as a Turkey,0,2011-08-01,0,60.0,en,My Life as a Turkey,6.0,1,,"[99, 10751]","['Documentary', 'Family']","['Deutsch', 'English']",[10492],['Thirteen'],['US']
4166,78220,tt2088029,iGenius: How Steve Jobs Changed the World,0,2011-11-16,0,42.0,en,iGenius: How Steve Jobs Changed the World,6.8,17,/pwugJiS1yrk3ZBqcI2Z3QnT9P0K.jpg,[99],['Documentary'],"['English', 'Deutsch']",[5656],['Peacock Productions'],['US']
4167,98857,tt2115386,Scrat's Continental Crack-Up: Part 2,0,2011-11-16,0,3.0,en,Scrat's Continental Crack-Up: Part 2,6.4,65,/mZY1H0AeGGXGhkFCNpKtPQ90ChT.jpg,"[16, 35, 12]","['Animation', 'Comedy', 'Adventure']",['English'],"[9383, 25]","['Blue Sky Studios', '20th Century Fox']","['US', 'US']"
4168,86517,tt2078648,It's Such a Beautiful Day,0,2011-11-17,0,23.0,en,It's Such a Beautiful Day,8.1,51,/gZIBj1iJAbz5d0pi01FZ4HJLAAq.jpg,"[18, 35, 16]","['Drama', 'Comedy', 'Animation']",['English'],[63349],['Bitter Films'],['']
4169,50619,tt1324999,The Twilight Saga: Breaking Dawn - Part 1,110000000,2011-11-16,712171856,117.0,en,The Twilight Saga: Breaking Dawn - Part 1,6.1,6094,/dSSzv6JrlwS48pBeTNSswLJXOYF.jpg,"[12, 14, 10749]","['Adventure', 'Fantasy', 'Romance']","['English', 'Português']","[7491, 491, 5219, 7490, 58321, 58322, 12292, 6446]","['Zohar International', 'Summit Entertainment', 'Sunswept Entertainment', 'TSBD Canada Productions', 'TSBD Louisiana', 'TSBD Productions', 'Temple Hill Entertainment', 'Total Entertainment']","['', 'US', '', '', '', '', 'US', 'BR']"
4170,113736,tt2116900,I Tawt I Taw a Puddy Tat,0,2011-11-17,0,4.0,en,I Tawt I Taw a Puddy Tat,6.3,15,/8VdVBJY7sMZZtajSnQUE734ck4J.jpg,"[16, 35]","['Animation', 'Comedy']",['English'],"[2785, 2787, 174]","['Warner Bros. Animation', 'Reel FX Creative Studios', 'Warner Bros. Pictures']","['US', '', 'US']"
4171,213270,tt1966396,Dark Girls,0,2011-11-17,0,71.0,en,Dark Girls,6.7,11,/AklBVJiWupywHjJoi2NkTeTUVTB.jpg,[99],['Documentary'],['English'],[],[],[]
4172,65759,tt1402488,Happy Feet Two,130000000,2011-11-17,150406466,100.0,en,Happy Feet Two,6.0,921,/2gWiQ4mn85jcXtREVePlVViupeV.jpg,"[16, 35, 10751]","['Animation', 'Comedy', 'Family']","['English', 'Polski']","[28381, 79, 28382, 174]","['Dr D Studios', 'Village Roadshow Pictures', 'Kennedy Miller Mitchell', 'Warner Bros. Pictures']","['', 'US', '', 'US']"
4173,262893,tt1840416,The Wonder Year,0,2011-11-18,0,78.0,en,The Wonder Year,4.8,2,,[99],['Documentary'],[],[],[],[]
4174,58960,tt1532945,Dzi Croquettes,0,2009-10-04,0,110.0,en,Dzi Croquettes,7.6,5,,[99],['Documentary'],"['English', 'Français', 'Português']",[4943],['Imovision'],['']
4175,76543,tt1204340,Tyrannosaur,0,2011-10-07,22321,93.0,en,Tyrannosaur,7.3,262,/eEVMDYJH1AJ8ZK2IhkLGBb4nRA8.jpg,"[18, 10749]","['Drama', 'Romance']",['English'],"[3829, 7975]","['WarpX', 'Inflammable Films']","['', 'GB']"
4176,80048,tt1376233,Rid Of Me,0,2011-11-18,0,0.0,en,Rid Of Me,5.7,7,,[35],['Comedy'],[],[],[],[]
4177,60422,tt1719071,Another Happy Day,4000000,2011-11-18,355688,119.0,en,Another Happy Day,5.9,68,/vCu22lHfLv9kUYAvxLaACA8l9RO.jpg,"[35, 18]","['Comedy', 'Drama']","['English', 'Deutsch', 'Français']",[8872],['Filmula'],['']
4178,81576,tt1344315,Garbo: The Spy,0,2009-12-04,0,88.0,es,Garbo: El espía,7.2,9,/inUTQPVDC9fgasxZUcn1rXRU2BN.jpg,[99],['Documentary'],"['Català', 'Español', 'English']","[2875, 55259, 55260, 5085]","['Ikiru Films', 'Centuria Films S.L.', 'Colosé Producciones', 'TV3']","['ES', '', 'ES', 'ES']"
4179,74830,tt1531930,The Lie,0,2011-11-18,0,80.0,en,The Lie,5.4,7,/q4nfTGw0LtBXNa2yrFpHPRmmRHR.jpg,"[18, 35]","['Drama', 'Comedy']",['English'],[],[],[]
4180,187288,tt2083385,Two Days Back,15000,2011-11-18,0,96.0,en,Two Days Back,6.0,2,,"[27, 53, 9648]","['Horror', 'Thriller', 'Mystery']",['English'],[39171],['Third Child Productions'],['']
4181,75442,tt1972646,Eames: The Architect and the Painter,0,2011-11-18,0,83.0,en,Eames: The Architect and the Painter,7.0,23,/TFfEk6HpCthnVWaB8MMMs4mPtq.jpg,[99],['Documentary'],['English'],[],[],[]
4182,63142,tt1580021,Silver Tongues,0,2011-11-18,0,87.0,en,Silver Tongues,6.2,12,/jyptxXDRUuYWwC8bG1vorNgSsFn.jpg,"[18, 53, 10749]","['Drama', 'Thriller', 'Romance']",['English'],[85641],['Stick! Pictures'],['']
4183,65057,tt1033575,The Descendants,20000000,2011-09-09,177243185,115.0,en,The Descendants,6.8,1781,/mCpYsKQNOtaBYJWCRYYuFmLsB6X.jpg,"[35, 18]","['Comedy', 'Drama']",['English'],"[444, 43, 2361]","['Dune Entertainment', 'Fox Searchlight Pictures', 'Ad Hominem Enterprises']","['US', 'US', '']"
